thalos_id,calories,protein,fat,carbs
100854,171,19.31,9.8,0
100855,205,17.24,11.08,7.79
100856,255,13.49,16.68,11.72
100857,150,19.24,7.5,0
100858,217,13.52,12.48,11.72
100859,126,18.98,5.04,0.01
100860,108,19.36,2.79,0
100861,152,17.29,5.28,7.79
100862,217,13.52,12.48,11.72
100863,87,19.29,0.52,0
100864,189,19.92,8.17,7.79
100865,273,20.61,17.07,7.79
100866,128,15.42,6.93,0.01
100867,128,15.42,6.93,0.01
100868,109,15.74,4.72,0
100869,153,14.29,6.87,7.79
100870,217,11.35,13.64,11.72
100871,88,15.68,2.44,0
100872,217,14.31,12.51,11.72
100873,126,20.26,5.1,0.01
100874,108,20.67,2.84,0
100875,152,18.37,5.32,7.79
100876,217,14.31,12.51,11.72
100877,87,20.59,0.57,0
100878,175,20.73,6.24,7.79
100879,245,20.1,14.32,7.79
100880,262,14.19,18,9.64
100881,237,24.94,14.33,0.01
100882,237,24.94,14.33,0.01
100883,221,25.45,12.27,0
100884,245,22.32,13.12,7.79
100885,284,17.17,18.17,11.72
100886,156,23.19,6.3,0
100887,202,21.56,8.82,7.79
100888,224,13.56,13.34,11.72
100889,139,19.03,6.45,0.01
100890,121,19.42,4.22,0
100891,163,17.33,6.46,7.79
100892,224,13.56,13.34,11.72
100893,115,24.5,1.16,0
100894,172,21.47,5.58,7.79
100895,244,22.96,16.3,0.01
100896,244,22.96,16.3,0.01
100897,228,23.43,14.27,0
100898,252,20.65,14.77,7.79
100899,289,15.96,19.37,11.72
100900,207,23.35,11.96,0
100901,185,22.78,6.26,7.79
100902,188,20.44,11.16,0
100903,274,25.4,18.4,0.01
100904,274,25.4,18.4,0.01
100905,259,25.92,16.48,0
100906,277,22.7,16.58,7.79
100907,307,17.45,20.68,11.72
100908,237,25.82,14.1,0
100909,136,24.62,4.21,0
100910,117,18.28,4.32,0
100911,208,24.62,11.45,0
100912,161,22.9,7.02,0.01
100913,161,22.9,7.02,0.01
100914,143,23.37,4.8,0
100915,182,20.6,6.95,7.79
100916,238,15.93,13.69,11.72
100917,123,23.28,2.53,0
100918,216,23.27,9.58,7.79
100919,231,21.89,11.82,7.79
100920,271,17.08,16.87,11.72
100921,216,24.78,12.21,0.01
100922,199,25.28,10.1,0
100923,228,22.18,11.33,7.79
100924,271,17.08,16.87,11.72
100925,178,25.19,7.81,0
100926,109,24.4,0.49,0
100927,85,19,0.94,0.08
100928,176,30.31,5.14,0.01
100929,85,19,0.94,0.08
100930,233,15.84,13.17,11.72
100931,153,22.75,6.16,0.01
100932,134,23.22,3.93,0
100933,174,20.47,6.22,7.79
100934,233,15.84,13.17,11.72
100935,114,23.13,1.66,0
100936,160,24.95,6.65,0.01
100937,160,24.95,6.65,0.01
100938,142,25.46,4.42,0
100939,180,22.33,6.63,7.79
100940,237,17.18,13.46,11.72
100941,121,25.37,2.15,0
100942,143,21.96,5.85,0.01
100943,143,21.96,5.85,0.01
100944,166,19.77,5.95,7.79
100945,227,15.32,12.96,11.72
100946,104,22.33,1.33,0
100947,125,22.41,3.6,0
100948,220,14.38,12.4,11.72
100949,226,13.25,12.96,13.39
100950,264,24.6,17.9,4
100951,155,19.36,6.25,3.83
100952,234,13.76,13.22,14.06
100953,157,24.59,5.8,0
100954,146,15.46,6.67,4.9
100955,177,21.24,6.12,7.46
100956,86,14.67,0.96,3.57
100957,143,16.14,5.2,6.74
100958,148,18.23,5.73,4.44
100959,230,13.07,12.9,14.43
100960,109,18.57,1.22,4.52
100961,108,18.34,1.2,4.46
100962,83,17.88,0.74,0
100963,83,17.88,0.74,0
100964,227,15.51,12.73,11.72
100965,223,14.06,12.89,11.72
100966,97,20.22,1.2,0
100967,97,20.91,0.95,0
100968,109,15.06,2.84,4.67
100969,51,5.71,1.71,2.72
100970,104,7.11,6.66,3.39
100971,65,7.23,2.16,3.44
100972,203,6.26,13.47,13.79
100973,74,7.67,2.68,4.25
100974,126,14.99,5.14,3.96
100975,108,15.3,2.89,4.04
100976,87,15.24,0.62,4.02
100977,217,11.08,12.54,14.14
100978,146,15.46,6.67,4.9
100979,129,16.92,5.79,1.14
100980,110,17.26,3.55,1.16
100981,90,17.19,1.28,1.15
100982,218,12.26,12.94,12.41
100983,154,15.55,5.91,8.74
100984,250,51.05,3.4,0
100985,100,20.42,1.36,0
100986,158,19.99,6.91,2.48
100987,226,18.14,11.17,12.23
100988,149,21.72,6.36,1.58
100989,148,18.48,6,4.19
100990,115,10.85,6.62,2.52
100991,118,9.8,4.33,10.25
100992,160,12.04,9.35,6.68
100993,118,9.8,4.33,10.25
100994,106,8.5,3.38,10.82
100995,139,13.32,8.22,2.41
100996,140,12.06,7.63,5.48
100997,156,21.56,7.05,1.58
100998,149,6.98,10.47,6.78
100999,185,22.5,9.31,2.75
101000,150,10.06,9.33,6.21
101001,133,7.65,8.05,7.57
101002,170,12.48,10.3,6.29
101003,163,21.97,7.54,1.83
101004,187,15.86,12.38,3.35
101005,198,28.86,8.25,1.94
101006,113,7.57,6.57,6.53
101007,119,5.61,4.05,15.12
101008,228,19.83,10.79,12.23
101009,252,27.97,15.15,0
101010,211,9.29,12.81,14.22
101011,169,14.27,11.38,1.28
101012,216,17.45,15.6,0.34
101013,225,14.33,15.31,6.9
101014,278,13.75,22.81,3.83
101015,258,17.69,19.13,3.91
101016,160,20.15,7.49,1.58
101017,226,17.57,11.3,12.23
101018,249,24.75,15.87,0
101019,260,8.88,13.6,25.5
101020,131,7.62,8.85,5.19
101021,167,20.55,7.98,1.84
101022,153,20.3,6.8,1.59
101023,234,13.28,19.09,2.58
101024,180,6.78,13.61,7.65
101025,118,10.31,7.09,2.52
101026,190,14.88,12.68,3.35
101027,202,10.01,14.98,7.09
101028,223,8.52,19.61,3.6
101029,95,11.64,3.99,2.68
101030,200,17.91,12.69,2.75
101031,219,17.29,15.37,1.58
101032,265,22.32,18.08,1.98
101033,241,18.71,17.47,1.47
101034,175,17.82,8.54,6.74
101035,204,15.33,11.92,8.33
101036,219,23.66,9.69,9.34
101037,140,25.64,2.84,1.59
101038,147,25.48,3.53,1.58
101039,174,13.19,10.62,6.92
101040,75,6.29,2.62,6.54
101041,71,6.39,2.39,6.05
101042,120,11.98,7.06,2.48
101043,99,10.2,2.08,10.25
101044,100,14.11,3.71,2.41
101045,95,9.92,1.91,9.68
101046,129,18.88,5.21,1.58
101047,121,10.68,7.16,3.54
101048,125,20.46,3.46,1.58
101049,157,19.82,7.48,2.75
101050,136,19.29,5.7,1.84
101051,163,25.73,5.96,1.62
101052,167,19,4.64,12.23
101053,250,10.1,12.65,23.86
101054,250,10.1,12.65,23.86
101055,107,6.48,6.48,6.54
101056,116,4.96,4,15.12
101057,137,18.97,5.58,3.22
101058,173,21.77,8.9,1.64
101059,210,22.64,9.17,9.29
101060,174,16.25,8.34,8.3
101061,262,14.46,12.68,22.46
101062,293,14.33,14.25,26.88
101063,280,21.31,19.21,5.45
101064,236,28.4,10.54,6.51
101065,116,17.05,3.64,2.75
101066,149,10.08,10.95,1.96
101067,99,13.24,1.22,7.92
101068,102,14.42,3.71,2.81
101069,251,10.64,21.16,4.66
101070,203,8.53,17.45,2.51
101071,64,5.33,1.48,7.09
101072,60,5.43,1.25,6.6
101073,151,16.78,7.85,2.16
101074,172,5.92,9.22,16.19
101075,35,5.06,0.01,3.64
101076,192,15.41,12.98,2.27
101077,80,16.28,0.69,1.59
101078,93,4.94,5.42,6.65
101079,107,4.03,3.36,15.19
101080,120,21.62,1.56,3.34
101081,63,10.53,0.76,3.58
101082,144,12.52,8.9,2.92
101083,281,11.56,24.96,2.45
101084,46,7.63,0.42,2.75
101085,186,18.02,12.02,0.15
101086,325,19.85,22,10.7
101087,149,21.72,6.36,1.58
101088,90,5.94,4.36,6.54
101089,86,6.03,4.13,6.05
101090,139,16.7,6.98,1.45
101091,156,21.56,7.05,1.58
101092,133,7.92,4.93,14.52
101093,100,8.04,3.79,8.66
101094,140,13.2,5.1,10.74
101095,164,8.73,10.24,9.27
101096,126,8.15,5.6,11.1
101097,137,10.42,7.88,5.6
101098,189,11.37,8.41,16.24
101099,137,9.12,5.42,12.26
101100,115,8.74,3.93,10.67
101101,126,8.99,3.65,14.35
101102,139,7.7,5.07,15.39
101103,140,7.86,5.33,15.02
101104,129,7.76,6.8,8.99
101105,136,7.54,5.14,14.96
101106,173,13.19,10.05,7.54
101107,146,7.27,5,17.23
101108,145,8.5,6.79,12.19
101109,136,6.39,5.15,15.88
101110,153,10.36,6.21,13.39
101111,137,6.28,5.12,15.98
101112,139,6.7,5.24,15.9
101113,135,6.25,5.18,15.53
101114,157,10.34,7.76,10.71
101115,178,13.58,10.26,7.96
101116,142,8.08,5.35,14.66
101117,199,17.48,10.72,7.2
101118,159,13.78,8.35,6.77
101119,368,19.16,27.43,10.25
101120,164,8.73,10.24,9.27
101121,220,14.57,14.85,6.53
101122,179,20.65,7.52,6.16
101123,139,6.81,5.44,15.32
101124,136,5.37,5.19,16.28
101125,143,6.26,8.27,10.43
101126,273,17.97,20.74,2.6
101127,140,6.42,5,16.78
101128,134,4.63,5.49,16.4
101129,142,4.86,6.02,16.8
101130,151,6.32,7.61,13.94
101131,153,5.91,7.8,14.83
101132,144,7.15,5.54,15.88
101133,143,6.73,4.99,16.8
101134,126,5.4,6.33,11.68
101135,127,7.86,5.69,11.11
101136,136,9.99,8.7,4.13
101137,109,8.35,5.42,6.29
101138,133,9.35,5.58,10.81
101139,192,14.05,11.58,7.44
101140,129,5.13,6.46,12.53
101141,126,5.26,6.22,12.48
101142,141,6.8,5.48,15.63
101143,166,19.02,6.73,6.31
101144,141,8.37,5.37,14.48
101145,110,9.57,4.1,8.27
101146,122,7.47,6.35,9.04
101147,148,7.73,6.14,15.47
101148,140,6.99,5.67,15.23
101149,136,6.92,5.46,14.86
101150,140,7.39,5.51,15.24
101151,146,8.95,6.16,13.56
101152,119,11.96,4.79,6.96
101153,137,7.12,5.44,15.17
101154,157,11.61,9.02,7.6
101155,149,6.46,5.84,16.97
101156,104,7.15,2.38,13.55
101157,136,8.13,5.86,12.78
101158,135,5.67,5.48,15.43
101159,142,5.72,6.18,15.66
101160,162,11.97,9.21,8.01
101161,144,15.69,5.55,8.04
101162,172,20.04,4.88,11.74
101163,262,20.83,18.75,2.59
101164,171,11.72,11.33,5.59
101165,172,18.77,7.27,8.08
101166,145,15.46,6.2,7.29
101167,214,14.4,14.97,4.48
101168,212,13.63,12.64,10.4
101169,82,10.39,0.41,8.74
101170,285,16.07,22.1,4.46
101171,146,7.3,5.5,16.43
101172,131,6.02,5.18,14.7
101173,133,6.31,5.24,15.05
101174,143,7.14,5.32,16.25
101175,141,10.22,7.25,8.17
101176,136,8.18,5.37,13.45
101177,134,6.46,5.22,15.39
101178,206,15.33,14.92,2.65
101179,246,19.02,15.35,6.79
101180,136,15.07,5.52,5.73
101181,177,14.98,8.26,9.83
101182,162,11.8,7.9,10.3
101183,218,13.93,15.34,5.26
101184,174,16.39,9.01,6.16
101185,222,8.46,15.42,12.01
101186,95,7.62,0.46,15
101187,153,9.94,9.98,5.56
101188,168,10.12,7.3,15.41
101189,139,9.02,5.18,13.92
101190,128,4.57,5.17,15.39
101191,135,5.41,5.12,16.53
101192,133,5.54,4.98,15.76
101193,135,5.34,5.16,16.11
101194,131,6.3,5.11,14.79
101195,135,6.58,5.04,15.74
101196,146,12.02,7.02,8.47
101197,202,17.49,11.04,7.2
101198,143,12.22,7.51,6.28
101199,196,17.27,10.5,7.18
101200,196,17.27,10.5,7.18
101201,157,13.63,8.18,6.75
101202,164,8.73,10.24,9.27
101203,219,5.08,16.36,13.06
101204,143,12.84,8.02,4.16
101205,126,6.93,5.15,13.46
101206,131,6.97,5.1,14.97
101207,127,4.76,6,13.73
101208,127,4.84,5.38,15.35
101209,100,5,5.96,6.54
101210,107,8.76,5.07,6.29
101211,132,9.76,5.23,10.81
101212,123,7.64,6.3,8.72
101213,129,5.23,7.16,11.17
101214,126,5.3,6.34,12.36
101215,127,5.28,7.06,11.13
101216,128,5.33,6.69,12.19
101217,126,5.33,6.96,11.13
101218,126,5.39,6.56,12.28
101219,127,8.14,5.43,11.82
101220,131,8.17,5.43,12.97
101221,149,11.75,8.82,5.96
101222,148,11.78,8.81,5.8
101223,148,8.71,5.19,16.71
101224,151,8.78,4.91,18.29
101225,129,10.78,4.89,11.17
101226,139,10.31,7.58,7.6
101227,139,10.4,7.64,7.44
101228,126,6.74,5.06,13.74
101229,130,6.77,5.07,14.86
101230,125,6.6,5.06,13.58
101231,129,6.63,5.03,14.63
101232,127,6.65,5.04,13.81
101233,131,6.68,5.05,14.94
101234,149,7.54,4.86,18.38
101235,149,7.62,4.29,20
101236,131,5.85,5.4,14.9
101237,132,5.91,4.99,16.08
101238,114,8.3,5.06,8.83
101239,228,8.15,17.03,11.3
101240,130,5.78,5.23,14.69
101241,133,5.81,5.23,15.73
101242,147,8.58,5.51,15.54
101243,143,8.18,5.24,15.85
101244,131,5.77,5.18,15.01
101245,135,5.8,5.18,16.13
101246,143,10.56,7.7,7.9
101247,145,10.88,7.96,7.75
101248,271,8.92,15.37,23.95
101249,127,6.15,6.36,11.7
101250,130,6.19,6.16,12.85
101251,152,8.89,5.84,15.63
101252,151,8.42,4.91,18.31
101253,148,8.35,5.19,16.74
101254,155,9.18,6.42,15.32
101255,128,6.55,5.43,13.44
101256,125,6.48,5.02,13.75
101257,131,5.26,5.69,15.34
101258,127,5.22,5.69,14.19
101259,128,5.03,7.06,11.24
101260,127,5.12,6.64,12.28
101261,128,3.73,7.53,11.61
101262,128,3.78,7.12,12.78
101263,126,4.98,6.84,11.22
101264,126,5.03,6.43,12.37
101265,133,6.59,5.44,14.94
101266,143,10.41,6.38,11.17
101267,144,9.96,7.89,7.9
101268,147,10.25,8.15,7.75
101269,129,5.61,5.07,14.96
101270,133,5.64,5.07,16.08
101271,126,5.56,5.06,15.02
101272,128,5.47,5.9,13.4
101273,187,9.81,8.83,16.46
101274,136,5.05,5.51,16.34
101275,130,5.13,5.31,15.15
101276,133,5.02,5.5,15.2
101277,271,8.17,21.52,11.89
101278,117,8.19,6.39,6.29
101279,214,17.14,12.7,6.83
101280,127,5.95,6.5,11.17
101281,127,6.01,6.1,12.31
101282,130,7.43,5.11,13.64
101283,134,7.47,5.11,14.75
101284,123,4.51,6.11,13.27
101285,129,6.16,5.97,13.29
101286,132,6.21,5.7,14.81
101287,123,4.72,6.82,11.17
101288,127,4.75,6.82,12.27
101289,126,4.79,7.12,11.08
101290,126,4.84,6.75,12.14
101291,129,7.54,5.93,11.71
101292,133,7.57,5.93,12.86
101293,124,4.81,7.02,11.09
101294,128,4.84,7.03,12.18
101295,108,10.24,2.49,10.81
101296,84,9.24,2.34,6.29
101297,147,7.95,5.46,16.59
101298,151,8,5.41,18.11
101299,129,6.08,5.62,13.69
101300,130,6.13,5.2,14.86
101301,128,6.06,5.64,13.46
101302,132,6.09,5.64,14.49
101303,130,6.16,5.84,13.58
101304,134,6.19,5.84,14.69
101305,131,9.91,5.43,11.15
101306,145,8.9,5.97,14.16
101307,149,8.93,5.97,15.32
101308,150,6.78,5.47,18.2
101309,151,6.85,4.96,19.78
101310,132,5.21,5.66,14.89
101311,135,5.25,5.46,16.03
101312,149,5.62,7.85,14.43
101313,131,9.36,6.92,7.95
101314,133,9.64,7.15,7.79
101315,131,5.26,5.68,14.57
101316,131,5.31,5.29,15.67
101317,142,8.05,5.15,15.54
101318,146,8.09,5.16,16.69
101319,130,5.32,5.47,14.84
101320,133,5.35,5.48,15.94
101321,255,9.24,13.54,23.95
101322,159,7.12,8.74,13.28
101323,165,7.17,8.75,14.85
101324,131,5.46,7.18,11.27
101325,128,5.22,6.82,11.81
101326,127,5.59,6.64,11.62
101327,128,5.65,6.22,12.8
101328,172,12.13,10.65,7.17
101329,143,8.03,4.76,16.44
101330,117,9.05,4.03,11.37
101331,123,10.12,3.64,11.92
101332,149,8.99,6.22,14.16
101333,137,8.35,5.22,14.16
101334,141,8.39,5.22,15.32
101335,67,8.25,3.05,1.59
101336,124,8.11,4.46,12.96
101337,135,3.53,5.43,18.46
101338,190,9.2,12.24,11.06
101339,99,8.93,4.11,6.29
101340,131,9.91,5.43,11.15
101341,169,9.53,7.17,15.77
101342,134,10.36,5.57,11.16
101343,109,8.56,4.05,9.49
101344,89,8.16,3.43,6.55
101345,161,13.76,7.97,8.65
101346,116,11.41,6.73,3
101347,121,10.03,7.09,5.16
101348,122,14.8,4.88,5.06
101349,110,8.24,6.99,4.48
101350,115,15.48,4.42,3.67
101351,195,20.56,9.08,6.61
101352,115,7.67,7.18,5.96
101353,115,7.8,7.16,5.24
101354,121,7.85,7.16,6.97
101355,144,11.72,8.81,4.65
101356,160,10.43,10.63,5.09
101357,115,7.3,7.68,4.75
101358,105,7.08,5.3,7.29
101359,105,7.08,5.3,7.29
101360,82,10.76,2.61,3.85
101361,216,17.93,14.44,4.55
101362,147,12.13,9.15,4.34
101363,117,7.52,7.96,4.45
101364,93,4.79,2.24,14.24
101365,145,11.88,9.12,4.34
101366,228,21.86,14.54,1.05
101367,261,17.85,19.32,2.9
101368,181,12.97,11.32,6.37
101369,102,10.73,4.81,4.44
101370,115,8.06,7.34,4.5
101371,122,8.11,7.34,6.47
101372,321,20.92,24.12,3.89
101373,75,7.75,2.58,4.9
101374,230,13.26,18.09,2.83
101375,198,7.56,17.31,3.42
101376,123,11.2,7.27,3.14
101377,47,4.91,1.41,4.68
101378,116,7,7.77,4.75
101379,89,7.43,3.64,6.97
101380,190,14.88,12.68,3.35
101381,219,16.89,14.76,4.55
101382,153,10.41,10.7,4.01
101383,149,11.06,9.14,5.43
101384,186,12.94,13.66,1.96
101385,115,7.45,8.28,2.59
101386,120,7.56,7.83,5.12
101387,124,10.07,7.03,5.52
101388,118,7.21,8.05,4.45
101389,98,10.34,4.3,3.85
101390,111,7.76,7.13,4.48
101391,118,7.81,7.14,6.44
101392,113,5.56,8.34,4.94
101393,120,5.62,8.34,6.94
101394,247,13.99,19.87,3.26
101395,145,11.02,9.03,4.65
101396,149,11.4,9.37,4.34
101397,124,13.87,5.17,5.06
101398,162,12.02,10.28,5.06
101399,118,9.66,7.78,2.88
101400,123,8.72,7.96,5.08
101401,104,13.04,3.69,5.06
101402,103,13.8,4.22,2.99
101403,112,7.1,7.44,4.47
101404,119,7.16,7.45,6.43
101405,187,9.41,13.8,6.76
101406,181,9.57,13.34,6.31
101407,140,15.51,7.26,4.01
101408,95,8.18,4.56,5.38
101409,133,10.7,8.22,4.39
101410,113,7.23,7.8,4.42
101411,120,7.28,7.81,6.35
101412,295,12.9,16.36,23.99
101413,69,7.11,2.44,4.87
101414,129,9.76,6.98,6.87
101415,195,15.66,13.16,4.46
101416,83,9.78,3.23,3.84
101417,235,13.92,18.76,2.88
101418,235,12.51,17.91,6.11
101419,228,13.81,18.06,2.73
101420,146,13.55,8.15,4.76
101421,148,13.68,7.95,5.95
101422,146,13.55,8.15,4.76
101423,188,13.76,13.09,4.02
101424,128,13.75,6.36,4.28
101425,146,13.62,7.84,5.37
101426,116,13.56,4.71,4.93
101427,111,13.32,3.81,6.28
101428,64,10.1,1.33,3.04
101429,66,10.85,1.41,2.62
101430,106,10.95,5.61,3
101431,122,6.78,7.72,6.36
101432,93,10.26,4.52,3.02
101433,123,6.5,7.9,6.47
101434,130,11.44,5.46,9.5
101435,116,10.24,5.26,8.11
101436,63,8.52,1.94,2.99
101437,115,6.31,6.85,7.08
101438,119,9.83,7.24,3.88
101439,124,9.87,7.24,5.54
101440,183,14,13.12,2.54
101441,200,25.15,11.01,0
101442,188,9.4,15.89,1.27
101443,187,10.29,15.4,1.22
101444,213,10.82,17.36,2.73
101445,69,8.8,1.69,4.27
101446,194,10.07,15.84,2.89
101447,106,9.78,5.4,4.75
101448,108,9.88,5.19,5.92
101449,106,9.78,5.4,4.75
101450,148,9.98,10.29,4.02
101451,78,9.82,1.16,7.38
101452,106,9.83,5.08,5.35
101453,76,9.78,2,4.91
101454,72,9.6,1.15,6.25
101455,196,10.68,16.2,1.27
101456,190,10.12,15.82,1.25
101457,214,11.33,17.58,2.85
101458,190,10.28,15.4,2.74
101459,65,8.28,2.04,2.77
101460,67,8.8,2.14,2.39
101461,197,4.07,16.28,8.66
101462,177,4.01,16,4.53
101463,47,7.66,0.5,2.62
101464,47,7.12,0.49,3.04
101465,64,8.41,2.05,2.39
101466,62,7.91,1.95,2.77
101467,134,7.64,7.53,9.38
101468,60,7.55,1.86,3.31
101469,118,9.35,7.25,3.8
101470,124,9.25,6.87,6.78
101471,116,9.16,6.4,5.15
101472,118,9.47,6.64,4.86
101473,83,11.23,1.59,5.74
101474,124,14.33,5.16,4.51
101475,173,13.94,10.74,5.32
101476,115,9.04,5.12,8.39
101477,120,9.41,6.38,5.89
101478,122,9.73,6.62,5.63
101479,111,6.25,6.92,5.92
101480,117,6.3,6.93,7.63
101481,106,6.28,7.26,4.39
101482,112,6.33,7.26,6.3
101483,104,7.79,5.99,4.64
101484,106,8.04,6.22,4.33
101485,68,9.41,1.05,5.06
101486,155,11.81,10.3,3.42
101487,154,10.75,10.55,3.94
101488,170,9.67,11.95,5.56
101489,183,6.61,15.94,2.81
101490,83,9.78,3.23,3.84
101491,140,15.25,8.32,0
101492,158,11.62,10.7,3.75
101493,226,12.89,17.69,2.87
101494,129,16.68,3.6,6.97
101495,214,8.38,18.5,3.83
101496,179,20.26,8.69,4.41
101497,83,8.54,3.68,4.03
101498,287,12.75,12.03,33.83
101499,232,12.77,9.4,23.3
101500,238,15.34,8.12,24.86
101501,185,11.32,6.42,19.95
101502,180,11.85,6.44,18.43
101503,245,16.48,8.5,24.86
101504,240,17.02,8.52,23.3
101505,298,16.15,14.29,25.02
101506,296,17.87,16.15,18.71
101507,299,16.42,14.78,23.96
101508,265,14.02,12.32,23.66
101509,235,12.02,12.09,19
101510,270,13.49,12.9,25.46
101511,250,18.73,8.64,23.42
101512,297,18.09,16.41,17.9
101513,298,17.6,16.05,19.61
101514,292,18.22,16.07,17.84
101515,296,17.87,16.15,18.71
101516,256,15.68,11.6,22.14
101517,268,13.69,15.8,17.73
101518,269,15.21,14.4,19.72
101519,296,17.87,16.15,18.71
101520,291,18.46,16.17,17.01
101521,299,18.74,17.61,15.26
101522,295,19.21,17.62,13.9
101523,296,19.31,17.86,13.31
101524,292,19.72,17.88,12.11
101525,300,19.64,18.84,11.79
101526,297,20,18.85,10.76
101527,299,18.74,17.61,15.26
101528,299,20.24,19.36,9.66
101529,296,20.53,19.37,8.81
101530,297,18.12,16.6,17.68
101531,278,16.3,15.73,16.92
101532,282,16.24,16.18,17.97
101533,282,16.24,16.18,17.97
101534,261,11.94,14.1,21.53
101535,300,19.64,18.84,11.79
101536,299,20.24,19.36,9.66
101537,285,15.27,11.35,29.18
101538,288,17.51,14.38,20.68
101539,285,15.51,11.68,28.27
101540,254,13.63,10.24,25.98
101541,216,10.73,9.58,21.14
101542,263,13.3,10.18,29.57
101543,243,17.8,7.36,25.67
101544,288,17.76,14.72,19.71
101545,287,17.1,13.83,22.22
101546,280,17.83,13.86,20.14
101547,288,17.51,14.38,20.68
101548,289,18.43,15.63,17.12
101549,226,11.34,12.37,17.33
101550,288,17.51,14.38,20.68
101551,281,18.18,14.4,18.74
101552,289,18.43,15.63,17.12
101553,283,18.99,15.66,15.52
101554,289,19.18,16.65,14.26
101555,285,19.65,16.66,12.93
101556,290,19.51,17.09,13.02
101557,286,19.93,17.11,11.8
101558,290,20.22,18.05,10.33
101559,287,20.56,18.06,9.36
101560,288,17.76,14.73,19.68
101561,290,19.51,17.09,13.02
101562,290,20.22,18.05,10.33
101563,207,11.3,8.23,21.31
101564,217,11.75,6.15,28.73
101565,232,14.76,11.01,17.67
101566,259,13.65,11.02,25.68
101567,274,14.68,13.69,22.51
101568,257,14.67,11.22,23.72
101569,273,15.55,13.86,20.86
101570,282,10.01,19.43,16.42
101571,194,13.87,3.64,25.76
101572,219,14.87,7.44,22.58
101573,192,14.89,3.84,23.8
101574,217,15.73,7.61,20.93
101575,184,13.23,3.47,24.47
101576,249,17.91,8.07,25.45
101577,247,18.93,8.27,23.49
101578,270,18.39,12.03,21.48
101579,268,19.22,12.2,19.9
101580,184,11.24,6.76,18.78
101581,299,16.86,16.06,20.38
101582,187,12.94,3.66,25.58
101583,213,14.08,7.46,22.43
101584,185,13.96,3.86,23.62
101585,212,14.94,7.62,20.78
101586,178,13.34,3.66,22.85
101587,210,14.59,8.06,19.7
101588,230,13.54,9.38,22.51
101589,242,11.98,13.26,18.29
101590,241,12.64,13.38,17.03
101591,228,15.86,10.69,16.3
101592,223,13.66,6.47,26.5
101593,243,14.97,8.83,24.86
101594,238,15.52,8.86,23.3
101595,226,17.73,5.47,25.45
101596,246,18.14,8.99,22.32
101597,231,10.89,7.54,29.71
101598,229,12.02,7.76,27.53
101599,189,12.03,3.68,26.51
101600,215,13.31,7.47,23.22
101601,187,13.05,3.88,24.56
101602,214,14.17,7.64,21.56
101603,180,12.33,3.69,23.89
101604,212,13.76,8.07,20.55
101605,232,12.77,9.4,23.3
101606,176,13.72,2.66,24.28
101607,208,14.9,7.23,20.87
101608,246,12.42,13.7,18.32
101609,245,13.08,13.83,17.06
101610,269,12.89,16.56,16.99
101611,222,15.08,7.48,23.09
101612,241,15.81,10.35,20.62
101613,220,15.98,7.65,21.38
101614,239,16.58,10.5,19.13
101615,234,15.99,10.55,18.43
101616,204,15.92,4.4,24.86
101617,199,16.47,4.42,23.3
101618,281,12.17,13.46,27.48
101619,251,14.62,8.06,29.8
101620,320,10.78,19.09,26.41
101621,281,12.17,13.46,27.48
101622,291,13.2,15.34,24.66
101623,226,21.5,6.18,19.4
101624,243,21.36,9.05,17.55
101625,281,12.17,13.46,27.48
101626,269,12.45,11.67,28.11
101627,280,13.46,13.82,25.16
101628,263,13.08,11.7,26.3
101629,275,14.01,13.84,23.58
101630,216,21.82,4.84,19.69
101631,235,21.64,7.92,17.78
101632,210,22.46,4.87,17.84
101633,230,22.19,7.94,16.17
101634,299,12.68,16.68,24.42
101635,252,20.83,10.42,17.3
101636,234,20.03,7.69,20.68
101637,227,20.7,7.72,18.74
101638,235,14.46,8.15,25.7
101639,252,15.27,10.95,22.85
101640,231,12.74,11.18,19.39
101641,279,13.86,15.93,19.37
101642,234,11.32,9.82,24.67
101643,209,15,4.34,27.4
101644,252,15.27,10.95,22.85
101645,236,14.48,8.16,25.74
101646,252,15.29,10.96,22.88
101647,229,15.16,8.19,23.77
101648,247,15.88,10.98,21.18
101649,180,16.06,3.29,21.21
101650,262,14.73,12.44,22.61
101651,234,17.87,7.96,21.87
101652,218,9.86,11.76,18.33
101653,233,10.96,13.5,16.94
101654,217,10.52,11.89,17.07
101655,232,11.55,13.62,15.81
101656,244,10.59,14.82,16.99
101657,216,9.89,11.75,17.24
101658,274,9.87,13.33,28.49
101659,287,11.48,15.65,24.9
101660,272,10.89,13.53,26.54
101661,285,12.34,15.82,23.24
101662,250,8.57,12.02,26.96
101663,310,11.42,20.85,19.22
101664,321,15.05,17.14,25.8
101665,326,15.87,18.87,22.61
101666,319,16.07,17.34,23.84
101667,325,16.73,19.04,20.96
101668,309,15.7,18.78,18.9
101669,308,16.42,18.92,17.53
101670,313,16.23,20.05,16.42
101671,300,14.45,16.29,23.47
101672,293,15.18,16.32,21.38
101673,266,10.03,12.83,27.64
101674,296,10.85,17.37,23.73
101675,290,11.57,17.4,21.65
101676,295,10.92,19.58,18.86
101677,294,11.6,19.72,17.56
101678,296,10.85,17.37,23.73
101679,290,11.57,17.4,21.65
101680,295,10.92,19.58,18.86
101681,294,11.6,19.72,17.56
101682,278,9.74,15.24,24.92
101683,271,10.46,15.27,22.84
